Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,,Latitude,Longitude
54148,TARZANA TREATMENT CENTER,18646 OXNARD STREET,TARZANA,CA,91356,LOS ANGELES,(818) 996-1051,Psychiatric,Voluntary non-profit - Private,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,34.1795005,-118.5398534
224001,TAUNTON STATE HOSPITAL,"60 HODGES AVENUE, BOX 151",TAUNTON,MA,2780,BRISTOL,(508) 977-3000,Psychiatric,Government - State,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,41.912254,-71.1019184
230100,TAWAS ST JOSEPH HOSPITAL,200 HEMLOCK,TAWAS CITY,MI,48764,IOSCO,(989) 362-9301,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,11,,,44.2751845,-83.5098525
110135,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,PULASKI,(478) 783-0200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,2,0,2,0,,11,5,0,5,0,,8,Not Available,5,12,7,,,32.2973357,-83.4852275
180087,TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,TAYLOR,(270) 465-3561,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,2,,7,3,0,3,0,,8,4,0,4,0,,11,9,0,9,0,,8,8,,12,9,,,37.3663414,-85.3380116
141339,TAYLORVILLE MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,CHRISTIAN,(217) 824-3331,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,2,,7,3,0,3,0,,8,1,0,1,0,,11,6,0,5,1,,8,8,,12,6,,,39.5550958,-89.2939243
54146,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,"2633 E 27TH STREET, BUILDING B",OAKLAND,CA,94601,ALAMEDA,(510) 535-5115,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,37.7905842,-122.2221925
50775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,(951) 331-2200,Acute Care Hospitals,Proprietary,Yes,Y,,3,,7,7,0,7,0,,8,7,1,6,0,,11,8,0,7,1,,8,8,,12,6,,,33.480114,-117.1068419
30037,TEMPE ST LUKES HOSPITAL,1500 S MILL AVE,TEMPE,AZ,85282,MARICOPA,(480) 784-5566,Acute Care Hospitals,Proprietary,Yes,Y,,1,,7,Not Available,Not Available,Not Available,Not Available,5,8,5,0,5,0,,11,3,0,3,0,,8,8,,12,7,,,33.4116951,-111.9403452
390026,TEMPLE HEALTH - CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVENUE,PHILADELPHIA,PA,19118,PHILADELPHIA,(215) 248-8200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,2,,7,6,0,6,0,,8,7,1,6,0,,11,7,0,5,2,,8,8,,12,8,,,40.0789274,-75.2118613
390027,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,PA,19140,PHILADELPHIA,(215) 707-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,8,3,5,0,,11,11,0,10,1,,8,8,,12,9,,,40.0051215,-75.1499736
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,,5,,7,5,1,4,0,,8,4,0,4,0,,11,6,1,4,1,,8,8,,12,6,,,31.076454,-97.347436
50506,TENET HEALTH CENTRAL COAST SIERRA VISTA RMC,1010 MURRAY AVENUE,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,(805) 546-7600,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,5,0,5,0,,8,7,1,6,0,,11,7,0,7,0,,8,8,,12,8,,,35.2921684,-120.6658586
50633,TENET HEALTH CENTRAL COAST TWIN CITIES COMM HOSP,1100 LAS TABLAS RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,(805) 434-3500,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,4,0,4,0,,8,5,1,4,0,,11,7,0,6,1,,8,8,,12,10,,,35.5560403,-120.7190446
440185,TENNOVA HEALTH CARE-CLEVELAND,2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,BRADLEY,(423) 339-4132,Acute Care Hospitals,Proprietary,Yes,Y,,2,,7,6,0,6,0,,8,7,1,6,0,,11,8,1,7,0,,8,8,,12,10,,,35.1770649,-84.8699514
440153,TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,435 2ND ST,NEWPORT,TN,37821,COCKE,(423) 625-2200,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,2,0,2,0,,8,3,0,3,0,,11,4,0,4,0,,8,8,,12,10,,,35.9643611,-83.182066
440035,TENNOVA HEALTHCARE-CLARKSVILLE,651 DUNLOP LANE,CLARKSVILLE,TN,37040,MONTGOMERY,(931) 502-1000,Acute Care Hospitals,Proprietary,Yes,Y,,1,,7,6,0,6,0,,8,7,0,7,0,,11,8,0,7,1,,8,8,,12,10,,,36.5820894,-87.2698832
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,37760,JEFFERSON,(865) 471-2500,Acute Care Hospitals,Proprietary,Yes,Y,,2,,7,3,0,3,0,,8,4,1,3,0,,11,5,1,4,0,,8,8,,12,11,,,36.1067477,-83.51889
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,IN,47802,VIGO,(812) 232-0021,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,6,0,6,0,,8,5,0,5,0,,11,11,0,11,0,,8,8,,12,9,,,39.4191964,-87.4092855
190008,TERREBONNE GENERAL MEDICAL CENTER - PARISH,8166 MAIN STREET,HOUMA,LA,70360,TERREBONNE,(985) 873-4141,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,4,,7,6,0,6,0,,8,7,2,5,0,,11,10,1,9,0,,8,8,,12,9,,,29.59693,-90.713791
454006,TERRELL STATE HOSPITAL,1200 E BRIN STREET,TERRELL,TX,75160,KAUFMAN,(972) 524-6452,Psychiatric,Government - State,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,32.7414986,-96.2641747
131313,TETON VALLEY HOSPITAL,120 EAST HOWARD AVE,DRIGGS,ID,83422,TETON,(208) 354-2383,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,2,,,43.7270215,-111.108047
670125,TEXAS CENTER FOR INFECTIOUS DISEASE,2303 SE MILITARY DR P O BOX 23340,SAN ANTONIO,TX,78223,BEXAR,(210) 534-8857,Acute Care Hospitals,Government - State,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,29.3536833,-98.4572589
453304,TEXAS CHILDRENS HOSP,6621 FANNIN STREET,HOUSTON,TX,77030,HARRIS,(832) 824-1000,Childrens,Voluntary non-profit - Private,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,29.707902,-95.4016256
260024,TEXAS COUNTY MEMORIAL HOSPITAL,1333 SAM HOUSTON BOULEVARD,HOUSTON,MO,65483,TEXAS,(417) 967-3311,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,2,,7,3,0,2,1,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,8,,,37.3160255,-91.9610167
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,76012,TARRANT,(817) 548-6100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,6,0,6,0,,8,8,2,6,0,,11,6,0,6,0,,8,8,,12,11,,,32.7501336,-97.116288
450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,6020 W PARKER ROAD,PLANO,TX,75093,COLLIN,(972) 403-2700,Acute Care Hospitals,Proprietary,Yes,Y,,4,,7,Not Available,Not Available,Not Available,Not Available,5,8,3,0,3,0,,11,4,0,4,0,,8,8,,12,4,,,33.0450361,-96.8310804
670085,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,10864 TEXAS HEALTH TRAIL,FORT WORTH,TX,76244,TARRANT,(682) 212-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,5,0,5,0,,8,7,1,6,0,,11,6,0,6,0,,8,8,,12,9,,,32.9317025,-97.3100083
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRAIL,AZLE,TX,76020,TARRANT,(817) 444-8700,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,4,1,3,0,,8,8,,12,7,,,32.880858,-97.5329888
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,JOHNSON,(817) 641-2551,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,6,1,5,0,,8,8,,12,8,,,32.3321172,-97.4386255
450135,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,TARRANT,(817) 250-2100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,,7,7,0,6,1,,8,7,4,3,0,,11,9,0,8,1,,8,8,,12,8,,,32.7380328,-97.3399043
450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092,TARRANT,(817) 748-8700,Acute Care Hospitals,Government - State,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,3,0,3,0,,8,Not Available,5,12,4,,,32.9395668,-97.1280788
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,6100 HARRIS PKWY,FORT WORTH,TX,76132,TARRANT,(817) 433-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,6,0,6,0,,8,8,1,7,0,,11,8,2,6,0,,8,8,,12,9,,,32.6576761,-97.4210674
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,STEPHENVILLE,TX,76401,ERATH,(254) 965-1500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,2,0,2,0,,8,3,0,3,0,,11,5,0,5,0,,8,8,,12,9,,,32.2229794,-98.2042966
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,BEDFORD,TX,76022,TARRANT,(817) 848-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,7,1,6,0,,11,8,0,7,1,,8,8,,12,10,,,32.8353391,-97.1233194
670071,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,811 WRIGHT STREET,ARLINGTON,TX,76012,TARRANT,(817) 960-3500,Acute Care Hospitals,Proprietary,No,Y,,5,,7,3,0,3,0,,8,2,0,2,0,,11,5,0,5,0,,8,8,,12,2,,,32.7477094,-97.1170439
670260,TEXAS HEALTH HOSPITAL FRISCO,12400 N DALLAS PARKWAY,FRISCO,TX,75033,DENTON,(469) 495-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,2,0,2,0,,8,5,0,5,0,,11,5,1,4,0,,8,8,,12,8,,,33.1813856,-96.8371099
670309,TEXAS HEALTH HOSPITAL MANSFIELD,2300 LONE STAR ROAD,MANSFIELD,TX,76063,TARRANT,(682) 341-5000,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,Not Available,Not Available,Not Available,Not Available,5,8,3,0,3,0,,11,3,0,3,0,,8,8,,12,8,,,32.537896,-97.0993512
450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,11801 SOUTH FREEWAY,BURLESON,TX,76028,JOHNSON,(817) 568-5317,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,,7,6,1,5,0,,8,7,2,5,0,,11,8,0,7,1,,8,8,,12,9,,,32.586731,-97.3168944
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,ALLEN,TX,75013,COLLIN,(972) 747-6197,Acute Care Hospitals,Government - Federal,Yes,Y,Y,4,,7,4,0,4,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,8,,,33.1160179,-96.6731329
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,8200 WALNUT HILL LANE,DALLAS,TX,75231,DALLAS,(214) 345-6789,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,7,0,,8,8,3,5,0,,11,9,1,7,1,,8,8,,12,9,,,32.8801537,-96.7637124
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,DENTON,TX,76201,DENTON,(940) 898-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,7,0,,8,7,1,6,0,,11,9,0,9,0,,8,8,,12,10,,,33.2179253,-97.1669748
670068,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,4400 LONG PRAIRIE ROAD,FLOWER MOUND,TX,75028,DENTON,(972) 419-1530,Acute Care Hospitals,Proprietary,Yes,Y,Y,5,,7,4,0,4,0,,8,7,1,6,0,,11,7,0,7,0,,8,8,,12,9,,,33.0454868,-97.0679447
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,KAUFMAN,TX,75142,KAUFMAN,(972) 932-7200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,5,1,4,0,,8,8,,12,8,,,32.5920436,-96.3187028
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,COLLIN,(972) 981-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,8,0,8,0,,11,9,0,8,1,,8,8,,12,8,,,33.0434685,-96.8366911
670044,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,3150 HORIZON ROAD,ROCKWALL,TX,75032,ROCKWALL,(469) 698-1000,Acute Care Hospitals,Proprietary,Yes,Y,Y,5,,7,3,0,3,0,,8,4,0,4,0,,11,6,0,6,0,,8,8,,12,9,,,32.8852654,-96.4667406
450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,7115 GREENVILLE AVENUE SUITE 100,DALLAS,TX,75231,DALLAS,(214) 647-5300,Acute Care Hospitals,Proprietary,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,2,,,32.8769925,-96.7621826
450804,TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN STREET,HOUSTON,TX,77030,HARRIS,(713) 799-8600,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,1,1,0,,11,3,2,1,0,,8,8,,12,5,,,29.7063042,-95.4050874
453314,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,2222 WELBORN STREET,DALLAS,TX,75219,DALLAS,(214) 559-5000,Childrens,Voluntary non-profit - Private,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,32.8022656,-96.8138755
450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,TX,75020,GRAYSON,(903) 416-4000,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,7,2,5,0,,8,7,3,4,0,,11,9,0,7,2,,8,8,,12,10,,,33.7099526,-96.5848453
281304,THAYER COUNTY HEALTH SERVICES,120 PARK AVE,HEBRON,NE,68370,THAYER,(402) 768-6041,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,8,,12,3,,,40.1607326,-97.5938872
234042,THE BEHAVIORAL CENTER OF MICHIGAN,4050 E 12 MILE ROAD,WARREN,MI,48092,MACOMB,(586) 261-2266,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,42.5049877,-83.0856205
184007,THE BROOK HOSPITAL - DUPONT,1405 BROWNS LANE,LOUISVILLE,KY,40207,JEFFERSON,(502) 896-0495,Psychiatric,Voluntary non-profit - Private,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,38.235613,-85.627229
184008,THE BROOK HOSPITAL - KMI,8521 LAGRANGE ROAD,LOUISVILLE,KY,40242,JEFFERSON,(502) 426-6380,Psychiatric,Government - Federal,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,38.2661594,-85.5924094
234041,THE CENTER FOR FORENSIC PSYCHIATRY,8303 PLATT ROAD,SALINE,MI,48176,WASHTENAW,(734) 429-2531,Psychiatric,Government - State,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,42.1696371,-83.6935337
373303,"THE CHILDREN'S CENTER, INC",6800 NW 39TH EXPRESSWAY,BETHANY,OK,73008,OKLAHOMA,(405) 789-6711,Childrens,Voluntary non-profit - Private,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,35.5106124,-97.6332387
13300,THE CHILDREN'S HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,(205) 939-9100,Childrens,Voluntary non-profit - Private,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,33.5053682,-86.8058712
263302,THE CHILDREN'S MERCY HOSPITAL,2401 GILLHAM ROAD,KANSAS CITY,MO,64108,JACKSON,(816) 234-3000,Childrens,Voluntary non-profit - Private,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,39.0834675,-94.5771129
70038,THE CONNECTICUT HOSPICE INC.,100 DOUBLE BEACH ROAD,BRANFORD,CT,6405,NEW HAVEN,(203) 315-7500,Acute Care Hospitals,Voluntary non-profit - Private,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,41.25669,-72.832768
30108,THE CORE INSTITUTE SPECIALTY HOSP,6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015,MARICOPA,(602) 795-6020,Acute Care Hospitals,Physician,No,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,2,,,33.5321473,-112.0989745
10029,THE EAST ALABAMA HEALTHCARE AUTHORITY,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,(334) 749-3411,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,2,,7,7,0,6,1,,8,8,0,8,0,,11,11,1,8,2,,8,8,,12,10,,,32.6386458,-85.4053903
190316,THE GENERAL,"3600 FLORIDA BLVD, SUITE 2020",BATON ROUGE,LA,70806,E. BATON ROUGE,(225) 381-6393,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,1,0,1,0,,11,1,0,1,0,,8,Not Available,5,12,5,,,30.4489598,-91.1529209
34023,THE GUIDANCE CENTER,2187 NORTH VICKEY STREET,FLAGSTAFF,AZ,86004,COCONINO,(928) 527-1899,Psychiatric,Voluntary non-profit - Private,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,35.2067561,-111.6066601
34025,THE HEALING PLACE,181 WHIPPLE ST,PRESCOTT,AZ,86301,YAVAPAI,(928) 445-5211,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,34.5565797,-112.4713732
10150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,(334) 382-2200,Acute Care Hospitals,Proprietary,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,3,0,3,0,,8,Not Available,5,12,7,,,31.8290939,-86.64627
450893,THE HEART HOSPITAL BAYLOR DENTON,2801 SOUTH MAYHILL ROAD,DENTON,TX,76208,DENTON,(940) 220-0600,Acute Care Hospitals,Physician,Yes,Y,,5,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,3,2,,8,8,,12,5,,,33.1767226,-97.087765
670006,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,"5656 BEE CAVES ROAD, SUITE M-302",AUSTIN,TX,78746,TRAVIS,(512) 327-0000,Acute Care Hospitals,Physician,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,4,,,30.2958323,-97.8258632
70035,THE HOSPITAL OF CENTRAL CONNECTICUT,100 GRAND STREET,NEW BRITAIN,CT,6050,HARTFORD,(860) 224-5011,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,3,,7,6,0,6,0,,8,7,2,5,0,,11,8,0,6,2,,8,8,,12,10,,,41.6617875,-72.7856486
670047,THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,3280 JOE BATTLE BLVD,EL PASO,TX,79938,EL PASO,(915) 856-7349,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,5,0,5,0,,8,6,4,2,0,,11,6,1,5,0,,8,8,,12,8,,,31.790736,-106.2641624
450002,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,2001 N OREGON ST,EL PASO,TX,79902,EL PASO,(915) 577-6011,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,3,0,3,0,,8,7,3,4,0,,11,8,0,7,1,,8,8,,12,8,,,31.769834,-106.500724
670124,THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,"13600 HORIZON STREET, SUITE 100",HORIZON CITY,TX,79928,EL PASO,(915) 407-7878,Acute Care Hospitals,Proprietary,Yes,,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,8,,,31.6817372,-106.2080438
670120,THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,2000 TRANSMOUNTAIN RD,EL PASO,TX,79911,EL PASO,(915) 877-8136,Acute Care Hospitals,Proprietary,Yes,Y,Y,1,,7,4,0,4,0,,8,5,0,5,0,,11,5,0,4,1,,8,8,,12,8,,,31.9042882,-106.5650016
181302,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,464 LINDEN AVENUE,HARRODSBURG,KY,40330,MERCER,(859) 239-2409,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,,Not Available,16,7,1,0,1,0,,8,2,0,2,0,,11,3,0,3,0,,8,Not Available,5,12,6,,,37.7570407,-84.8488871
360016,THE JEWISH HOSPITAL-MERCY HEALTH,4777 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,HAMILTON,(513) 686-4127,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,4,,7,7,1,6,0,,8,7,1,6,0,,11,9,0,8,1,,8,8,,12,8,,,39.2059813,-84.3810305
340087,THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,MC DOWELL,(828) 659-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,4,0,4,0,,8,3,0,3,0,,11,6,0,6,0,,8,8,,12,10,,,35.6635348,-82.0279883
